month,predicted_cost
2026-04,209633.48
2026-04,204505.88
2026-04,326617.61
2026-04,278167.81
2026-04,264403.62
2026-04,264248.1
2026-04,287406.52
2026-04,307589.89
2026-04,230764.14
2026-04,311820.35
2026-04,302063.0
2026-04,238694.61
2026-04,291946.01
2026-04,310235.95
2026-04,282826.75
2026-04,199903.78
2026-04,262430.11
2026-04,225461.63
2026-04,283708.14
2026-04,287524.28
2026-04,919995.44
2026-04,208307.24
2026-04,274684.97
2026-04,206220.77
2026-04,220560.81
2026-04,275388.13
2026-04,1203771.98
2026-04,275649.42
2026-04,287754.58
2026-04,231546.47
2026-04,268841.17
2026-04,264326.29
2026-04,228833.79
2026-04,221066.89
2026-04,224648.58
2026-04,336193.52
2026-04,312398.94
2026-04,287857.78
2026-04,255176.84
2026-04,285506.23
2026-04,663182.66
2026-04,299147.72
2026-04,301481.63
2026-04,230969.09
2026-04,235806.28
2026-04,254702.98
2026-04,273047.92
2026-04,1099919.19
2026-04,225882.51
2026-04,202860.81
2026-04,292564.94
2026-04,271877.74
2026-04,276800.52
2026-04,459748.86
2026-04,310525.39
2026-04,282766.83
2026-04,212584.25
2026-04,218331.06
2026-04,216750.37
2026-04,314305.41
2026-04,300668.37
2026-04,197593.53
2026-04,252025.87
2026-04,320302.33
2026-04,285414.77
2026-04,235304.07
2026-04,315792.45
2026-04,273441.71
2026-04,313437.75
2026-04,274578.55
2026-04,718271.06
2026-04,1302416.58
2026-04,319335.97
2026-04,275262.08
2026-04,285824.35
2026-04,247006.1
2026-04,317869.17
2026-04,310096.19
2026-04,267057.66
2026-04,808885.89
2026-04,248973.16
2026-04,220835.36
2026-04,248110.58
2026-04,201923.36
2026-04,273830.98
2026-04,245651.53
2026-04,555459.56
2026-04,267585.53
2026-04,289019.07
2026-04,206028.08
2026-04,277380.71
2026-04,304896.44
2026-04,220838.06
2026-04,208800.67
2026-04,349591.08
2026-04,286534.23
2026-04,290638.03
2026-04,281976.63
2026-04,244230.04
2026-04,228190.12
2026-04,295978.93
2026-04,1141832.52
2026-04,300956.14
2026-04,193764.41
2026-04,314674.95
2026-04,219598.16
2026-04,244250.31
2026-04,207177.98
2026-04,304291.31
2026-04,340183.72
2026-04,300265.69
2026-04,234850.75
2026-04,254202.92
2026-04,209205.0
2026-04,223399.23
2026-04,289494.74
2026-04,281629.16
2026-04,288200.79
2026-04,302447.87
2026-04,245921.95
2026-04,258927.29
2026-04,217131.06
2026-04,323257.09
2026-04,220079.57
2026-04,279886.13
2026-04,273663.9
2026-04,261245.21
2026-04,304971.56
2026-04,368684.2
2026-04,231853.01
2026-04,272193.85
2026-04,250853.93
2026-04,326617.61
2026-04,226699.39
2026-04,374145.42
2026-04,311545.79
2026-04,276332.17
2026-04,212863.93
2026-04,230234.37
2026-04,291788.23
2026-04,288958.52
2026-04,303040.91
2026-04,304044.88
2026-04,230150.11
2026-04,281746.85
2026-04,208471.87
2026-04,231019.8
2026-04,294105.57
2026-04,213257.77
2026-04,257571.22
2026-04,288022.12
2026-04,272621.04
2026-04,294983.05
2026-04,277507.2
2026-04,220072.49
2026-04,296276.29
2026-04,219059.56
2026-04,1020950.1
2026-04,258195.46
2026-04,333160.55
2026-04,734548.0
2026-04,685553.63
2026-04,204789.81
2026-04,313789.06
2026-04,324797.15
2026-04,308558.69
2026-04,289251.42
2026-04,286419.98
2026-04,307772.05
2026-04,287064.28
2026-04,202934.5
2026-04,248062.74
2026-04,297067.1
2026-04,298962.61
2026-04,228601.62
2026-04,935332.97
2026-04,328441.49
2026-04,249353.82
2026-04,734276.87
2026-04,289485.41
2026-04,317947.3
2026-04,205478.29
2026-04,221292.42
2026-04,312427.27
2026-04,258729.36
2026-04,302063.0
2026-04,265266.24
2026-04,334086.2
2026-04,685553.63
2026-04,301902.28
2026-04,305894.72
2026-04,260134.45
2026-04,836341.61
2026-04,278588.75
2026-04,302986.63
2026-04,1396096.75
2026-04,265502.45
2026-04,281941.39
2026-04,311215.79
2026-04,217705.33
2026-04,1057068.99
2026-04,266045.7
2026-04,363973.55
2026-04,337232.69
2026-04,215932.89
2026-04,274866.77
2026-04,224569.89
2026-04,243994.26
2026-04,300944.23
2026-04,201693.01
2026-04,284248.21
2026-04,226241.03
2026-04,234603.45
2026-04,299437.96
2026-04,396018.22
2026-04,230889.71
2026-04,276908.38
2026-04,242328.74
2026-04,1070106.72
2026-04,300550.24
2026-04,288448.61
2026-04,218320.7
2026-04,325622.21
2026-04,294370.13
2026-04,215949.52
2026-04,323096.63
2026-04,277350.53
2026-04,235366.4
2026-04,299050.23
2026-04,401243.95
2026-04,299189.57
2026-04,233590.39
2026-04,275831.97
2026-04,207941.94
2026-04,292534.03
2026-04,332166.54
2026-04,223186.5
2026-04,306608.71
2026-04,274479.25
2026-04,516162.88
2026-04,234861.06
2026-04,271331.03
2026-04,322651.49
2026-04,284746.85
2026-04,443122.9
2026-04,283590.75
2026-04,210344.17
2026-04,331660.86
2026-04,250160.91
2026-04,211048.62
2026-04,276684.83
2026-04,235443.38
2026-04,261931.63
2026-04,267941.1
2026-04,698974.43
2026-04,708177.32
2026-04,258752.59
2026-04,301074.68
2026-04,252612.79
2026-04,214078.43
2026-04,209459.45
2026-04,1232927.08
2026-04,215694.16
2026-04,233870.64
2026-04,1057068.99
2026-04,250862.79
2026-04,233136.04
2026-04,211639.25
2026-04,573877.53
2026-04,297810.75
2026-04,283051.76
2026-04,307024.77
2026-04,237237.04
2026-04,216329.72
2026-04,363879.45
2026-04,308301.42
2026-04,270776.32
2026-04,306923.57
2026-04,225095.36
2026-04,1159130.66
2026-04,267341.86
2026-04,238110.09
2026-04,306283.95
2026-04,306287.46
2026-04,205186.56
2026-04,693370.76
2026-04,224984.97
2026-04,286538.13
2026-04,233590.39
2026-04,259941.57
2026-04,315301.86
2026-04,227291.03
2026-04,284794.08
2026-04,328441.49
2026-04,271664.85
2026-04,282187.31
2026-04,226024.87
2026-04,297920.92
2026-04,208091.34
2026-04,213865.57
2026-04,234850.75
2026-04,226056.53
2026-04,272453.76
2026-04,269127.95
2026-04,267615.06
2026-04,215812.18
2026-04,265123.6
2026-04,278425.89
2026-04,324278.55
2026-04,235980.64
2026-04,231991.51
2026-04,294226.42
2026-04,215965.0
2026-04,284049.86
2026-04,274131.31
2026-04,221705.45
2026-04,274928.75
2026-04,237838.67
2026-04,642986.07
2026-04,265491.97
2026-04,214937.39
2026-04,312568.24
2026-04,733461.58
2026-04,279490.01
2026-04,238149.16
2026-04,287590.47
2026-04,293642.08
2026-04,284028.56
2026-04,261187.04
2026-04,201105.37
2026-04,262722.84
2026-04,250386.02
2026-04,304505.77
2026-04,251125.22
2026-04,280697.73
2026-04,326820.02
2026-04,1031041.53
2026-04,286008.78
2026-04,212028.76
2026-04,323876.57
2026-04,273100.9
2026-04,294095.08
2026-04,303602.87
2026-04,346700.26
2026-04,324729.3
2026-04,402931.58
2026-04,538131.94
2026-04,928076.58
2026-04,728284.57
2026-04,201546.03
2026-04,242282.1
2026-04,235182.24
2026-04,1147728.07
2026-04,348405.94
2026-04,234549.39
2026-04,295647.74
2026-04,265410.73
2026-04,367782.97
2026-04,961844.47
2026-04,365754.49
2026-04,313147.58
2026-04,280018.55
2026-04,255090.52
2026-04,338189.1
2026-04,254746.53
2026-04,769179.42
2026-04,319440.26
2026-04,274928.75
2026-04,528852.6
2026-04,297070.23
2026-04,226127.71
2026-04,895668.7
2026-04,376876.18
2026-04,225894.81
2026-04,298045.14
2026-04,998966.3
2026-04,214223.66
2026-04,285315.91
2026-04,266474.73
2026-04,222318.45
2026-04,278588.75
2026-04,287907.55
2026-04,265377.54
2026-04,337926.17
2026-04,242394.71
2026-04,278064.27
2026-04,226665.8
2026-04,216609.53
2026-04,266428.83
2026-04,743377.51
2026-04,301185.02
2026-04,269419.95
2026-04,260551.27
2026-04,207852.85
2026-04,341368.44
2026-04,292569.38
2026-04,301400.35
2026-04,857144.32
2026-04,246871.54
2026-04,280347.86
2026-04,361090.44
2026-04,345334.42
2026-04,324729.3
2026-04,326617.61
2026-04,256761.44
2026-04,224676.28
2026-04,283981.45
2026-04,200903.7
2026-04,280679.4
2026-04,308681.72
2026-04,340108.85
2026-04,345087.75
2026-04,234246.38
2026-04,337352.72
2026-04,253055.12
2026-04,309739.71
2026-04,223269.77
2026-04,270271.92
2026-04,272175.41
2026-04,292885.8
2026-04,211913.76
2026-04,288526.19
2026-04,284028.56
2026-04,271011.83
2026-04,208471.87
2026-04,268557.96
2026-04,769179.42
2026-04,277435.63
2026-04,296863.14
2026-04,272454.88
2026-04,287445.3
2026-04,284138.07
2026-04,251950.83
2026-04,213841.18
2026-04,715417.53
2026-04,275743.85
2026-04,251624.91
2026-04,249919.4
2026-04,302677.08
2026-04,262527.72
2026-04,323078.99
2026-04,224383.13
2026-04,292746.68
2026-04,310713.78
2026-04,308681.72
2026-04,331764.72
2026-04,225413.5
2026-04,689868.57
2026-04,241348.13
2026-04,261138.71
2026-04,283423.59
2026-04,273719.77
2026-04,213894.58
2026-04,342303.53
2026-04,313437.75
2026-04,232573.43
2026-04,226646.09
2026-04,230202.63
2026-04,257398.9
2026-04,280782.19
2026-04,275868.6
2026-04,308681.72
2026-04,196463.63
2026-04,234572.67
2026-04,209018.87
2026-04,376876.18
2026-04,471227.59
2026-04,318808.23
2026-04,300164.37
2026-04,208307.24
2026-04,658755.35
2026-04,305526.64
2026-04,230091.5
2026-04,293776.47
2026-04,317102.17
2026-04,204660.49
2026-04,322635.66
2026-04,249225.73
2026-04,259426.17
2026-04,234198.93
2026-04,258932.14
2026-04,226699.39
2026-04,267916.83
2026-04,334069.63
2026-04,286419.98
2026-04,707313.77
2026-04,243381.21
2026-04,305993.29
2026-04,718271.06
2026-04,231475.07
2026-04,288198.8
2026-04,293460.47
2026-04,301185.02
2026-04,224498.36
2026-04,233238.25
2026-04,248110.58
2026-04,261582.55
2026-04,281296.55
2026-04,222818.25
2026-04,376272.49
2026-04,277050.71
2026-04,1073279.05
2026-04,230209.54
2026-04,304857.52
2026-04,196953.46
2026-04,315117.09
2026-04,290829.83
2026-04,228700.19
2026-04,296211.69
2026-04,220159.73
2026-04,805633.55
2026-04,694909.46
2026-04,242055.88
2026-04,1070106.72
2026-04,317914.56
2026-04,293054.94
2026-04,281079.06
2026-04,214669.95
2026-04,219882.75
2026-04,298168.59
2026-04,295171.57
2026-04,319440.26
2026-04,990628.95
2026-04,273830.98
2026-04,261358.61
2026-04,284414.5
2026-04,401243.95
2026-04,237454.02
2026-04,222241.43
2026-04,322146.24
2026-04,234316.36
2026-04,544849.25
2026-04,223186.5
2026-04,230106.96
2026-04,249551.47
2026-04,728284.57
2026-04,338896.39
2026-04,227769.64
2026-04,279623.11
2026-04,230075.25
2026-04,290845.09
2026-04,211900.58
2026-04,237105.29
2026-04,225001.79
2026-04,287677.64
2026-04,276307.61
2026-04,230150.11
2026-04,285315.91
2026-04,228715.73
2026-04,360558.25
2026-04,276797.69
2026-04,233967.85
2026-04,276398.2
2026-04,266568.2
2026-04,238049.34
2026-04,236793.76
2026-04,233715.6
2026-04,231528.69
2026-04,286895.95
2026-04,208307.24
2026-04,271388.67
2026-04,292326.33
2026-04,228897.44
2026-04,217432.49
2026-04,978159.65
2026-04,203936.19
2026-04,203754.87
2026-04,272890.6
2026-04,318428.01
2026-04,233138.9
2026-04,626091.94
2026-04,273332.07
2026-04,229394.13
2026-04,243153.94
2026-04,268847.11
2026-04,267299.41
2026-04,268763.07
2026-04,295106.44
2026-04,243075.96
2026-04,246159.92
2026-04,270249.07
2026-04,210988.39
2026-04,287139.52
2026-04,209510.3
2026-04,240309.03
2026-04,241672.48
2026-04,228109.54
2026-04,295323.61
2026-04,384882.66
2026-04,333661.93
2026-04,231123.99
2026-04,269127.95
2026-04,213941.57
2026-04,1241748.3
2026-04,228264.94
2026-04,267636.83
2026-04,225001.79
2026-04,230079.5
2026-04,327499.04
2026-04,210133.58
2026-04,500260.29
2026-04,192807.93
2026-04,232135.59
2026-04,316699.72
2026-04,281229.19
2026-04,325685.17
2026-04,317193.81
2026-04,232019.66
2026-04,270969.25
2026-04,280122.72
2026-04,240389.1
2026-04,301621.89
2026-04,359355.47
2026-04,289723.87
2026-04,292789.99
2026-04,290939.72
2026-04,270168.3
2026-04,706945.34
2026-04,429250.98
2026-04,783076.19
2026-04,222435.78
2026-04,297070.23
2026-04,231614.19
2026-04,232855.93
2026-04,220807.09
2026-04,410082.4
2026-04,268763.64
2026-04,242270.13
2026-04,213573.55
2026-04,336791.45
2026-04,298643.38
2026-04,775183.42
2026-04,308943.45
2026-04,215360.44
2026-04,375442.34
2026-04,224645.77
2026-04,261429.46
2026-04,327576.26
2026-04,277924.18
2026-04,281469.45
2026-04,288771.93
2026-04,262334.46
2026-04,300265.69
2026-04,297487.06
2026-04,292241.21
2026-04,231895.68
2026-04,238880.86
2026-04,299437.96
2026-04,309451.71
2026-04,300550.24
2026-04,212816.4
2026-04,322122.07
2026-04,519954.01
2026-04,248236.5
2026-04,262743.18
2026-04,271993.62
2026-04,248745.66
2026-04,291716.57
2026-04,296718.74
2026-04,280782.19
2026-04,335832.24
2026-04,271074.89
2026-04,232391.09
2026-04,275933.2
2026-04,293986.66
2026-04,308683.34
2026-04,297238.35
2026-04,334816.04
2026-04,263606.67
2026-04,885992.39
2026-04,214341.94
2026-04,262722.84
2026-04,226638.12
2026-04,611846.66
2026-04,249390.4
2026-04,233557.39
2026-04,288198.7
2026-04,648389.44
2026-04,274928.75
2026-04,290897.24
2026-04,273719.77
2026-04,350976.01
2026-04,277785.13
2026-04,240452.53
2026-04,217402.54
2026-04,247533.76
2026-04,213573.55
2026-04,217158.62
2026-04,274828.04
2026-04,213812.52
2026-04,251125.22
2026-04,269364.8
2026-04,289079.79
2026-04,230334.66
2026-04,288653.98
2026-04,334901.07
2026-04,213047.81
2026-04,349094.87
2026-04,301469.2
2026-04,261324.88
2026-04,233184.26
2026-04,212760.24
2026-04,305712.11
2026-04,215637.7
2026-04,256396.9
2026-04,220721.77
2026-04,298494.86
2026-04,923021.48
2026-04,311662.56
2026-04,962977.69
2026-04,730811.62
2026-04,306236.04
2026-04,419561.33
2026-04,270961.47
2026-04,233043.82
2026-04,346040.91
2026-04,573877.53
2026-04,371448.96
2026-04,354990.2
2026-04,258533.13
2026-04,215577.05
2026-04,239034.49
2026-04,230150.11
2026-04,229394.13
2026-04,234580.83
2026-04,283511.01
2026-04,318046.18
2026-04,267585.53
2026-04,242349.86
2026-04,294092.01
2026-04,320302.33
2026-04,204933.19
2026-04,372660.42
2026-04,289068.71
2026-04,216994.98
2026-04,307589.89
2026-04,239991.53
2026-04,224963.29
2026-04,226229.44
2026-04,241894.49
2026-04,229024.06
2026-04,193981.89
2026-04,282212.58
2026-04,267809.95
2026-04,223917.17
2026-04,260717.07
2026-04,323558.45
2026-04,311662.56
2026-04,216503.34
2026-04,383431.5
2026-04,261906.3
2026-04,233608.91
2026-04,316144.42
2026-04,240309.03
2026-04,276597.36
2026-04,638295.47
2026-04,236589.41
2026-04,315650.75
2026-04,356808.4
2026-04,244019.62
2026-04,255915.75
2026-04,261752.09
2026-04,327819.18
2026-04,336016.33
2026-04,287258.44
2026-04,691638.97
2026-04,345954.92
2026-04,236408.6
2026-04,204967.53
2026-04,276916.51
2026-04,230444.08
2026-04,252262.66
2026-04,231182.48
2026-04,253055.12
2026-04,239160.5
2026-04,227036.37
2026-04,1073279.05
2026-04,1068031.37
2026-04,315971.34
2026-04,216399.85
2026-04,279156.73
2026-04,258586.99
2026-04,275388.13
2026-04,549899.14
2026-04,246071.05
2026-04,260717.07
2026-04,213941.57
2026-04,210435.41
2026-04,322122.07
2026-04,316321.17
2026-04,221285.98
2026-04,214937.39
2026-04,360725.86
2026-04,755988.02
2026-04,229062.03
2026-04,639895.26
2026-04,297270.82
2026-04,289037.63
2026-04,266422.88
2026-04,343171.06
2026-04,278136.12
2026-04,395497.36
2026-04,234094.72
2026-04,272587.45
2026-04,230479.5
2026-04,257892.38
2026-04,805633.55
2026-04,235615.39
2026-04,341870.13
2026-04,225050.11
2026-04,278820.68
2026-04,227473.17
2026-04,224015.39
2026-04,262227.27
2026-04,283488.36
2026-04,265744.58
2026-04,213094.72
2026-04,284689.76
2026-04,293835.15
2026-04,308943.45
2026-04,264678.14
2026-04,261906.3
2026-04,282361.51
2026-04,280308.93
2026-04,233190.34
2026-04,257836.75
2026-04,289358.45
2026-04,361020.77
2026-04,1151361.63
2026-04,323100.57
2026-04,331660.86
2026-04,273537.37
2026-04,248062.81
2026-04,224899.94
2026-04,226646.09
2026-04,287979.39
2026-04,430545.04
2026-04,356095.56
2026-04,284794.08
2026-04,240159.49
2026-04,426915.96
2026-04,282249.93
2026-04,208782.15
2026-04,297954.61
2026-04,303403.7
2026-04,218934.27
2026-04,329869.31
2026-04,282774.3
2026-04,583882.51
2026-04,298790.89
2026-04,301285.26
2026-04,261404.29
2026-04,311558.48
2026-04,544899.52
2026-04,283300.84
2026-04,949105.17
2026-04,200809.56
2026-04,706945.34
2026-04,223368.33
2026-04,221879.9
2026-04,308943.45
2026-04,241261.54
2026-04,229406.16
2026-04,880776.1
2026-04,217549.42
2026-04,287695.8
2026-04,231199.46
2026-04,236310.32
2026-04,334816.04
2026-04,334965.92
2026-04,1438805.3
2026-04,234016.88
2026-04,294683.87
2026-04,279157.8
2026-04,267288.45
2026-04,281250.29
2026-04,310190.72
2026-04,279051.75
2026-04,297350.04
2026-04,260017.47
2026-04,245921.95
2026-04,213865.57
2026-04,483545.18
2026-04,272569.83
2026-04,459748.86
2026-04,274263.6
2026-04,319095.39
2026-04,223177.94
2026-04,292086.9
2026-04,209701.64
2026-04,286800.95
2026-04,197073.42
2026-04,272024.97
2026-04,900747.43
2026-04,237162.34
2026-04,325518.01
2026-04,290048.97
2026-04,203375.73
2026-04,1194140.16
2026-04,242172.27
2026-04,376800.94
2026-04,252004.38
2026-04,230065.46
2026-04,275933.2
2026-04,226349.65
2026-04,303456.44
2026-04,240638.75
2026-04,237548.25
2026-04,234129.67
2026-04,230334.66
2026-04,278255.26
2026-04,227873.96
2026-04,251335.44
2026-04,345767.34
2026-04,236976.76
2026-04,284695.19
2026-04,292021.0
2026-04,360448.65
2026-04,231084.7
2026-04,265377.54
2026-04,204392.43
2026-04,269454.22
2026-04,296232.43
2026-04,227518.8
2026-04,211869.73
2026-04,258938.6
2026-04,222483.56
2026-04,213236.66
2026-04,264957.57
2026-04,906188.84
2026-04,291618.89
2026-04,224977.36
2026-04,265227.25
2026-04,255884.12
2026-04,260134.45
2026-04,247794.3
2026-04,287141.84
2026-04,347278.17
2026-04,316409.54
2026-04,203230.74
2026-04,1136079.59
2026-04,317993.68
2026-04,320889.42
2026-04,211540.29
2026-04,278437.03
2026-04,351656.09
2026-04,293986.66
2026-04,1302416.58
2026-04,200368.27
2026-04,231056.68
2026-04,324729.3
2026-04,228457.28
2026-04,306524.57
2026-04,326272.37
2026-04,255895.63
2026-04,307554.09
2026-04,297093.65
2026-04,275926.33
2026-04,283521.02
2026-04,345869.4
2026-04,262783.8
2026-04,294914.68
2026-04,309707.57
2026-04,299849.69
2026-04,208603.67
2026-04,230106.96
2026-04,408501.22
2026-04,217958.99
2026-04,305993.29
2026-04,230484.57
2026-04,240389.1
2026-04,229680.5
2026-04,248013.59
2026-04,261497.9
2026-04,942979.49
2026-04,288634.28
2026-04,283310.68
2026-04,204809.02
2026-04,270374.52
2026-04,280697.73
2026-04,296453.8
2026-05,311497.21
2026-05,213987.5
2026-05,1081433.11
2026-05,289222.02
2026-05,289639.68
2026-05,213391.37
2026-05,242769.25
2026-05,266627.62
2026-05,204093.3
2026-05,224770.05
2026-05,229854.05
2026-05,317775.23
2026-05,315912.02
2026-05,397787.34
2026-05,850777.94
2026-05,292996.38
2026-05,276814.24
2026-05,281184.36
2026-05,217229.09
2026-05,270417.96
2026-05,326086.22
2026-05,271130.62
2026-05,267028.57
2026-05,270323.19
2026-05,276547.95
2026-05,231025.97
2026-05,289826.22
2026-05,224342.81
2026-05,226489.95
2026-05,239474.91
2026-05,304440.67
2026-05,225250.55
2026-05,315871.85
2026-05,282849.94
2026-05,221806.86
2026-05,202915.78
2026-05,226173.71
2026-05,225007.88
2026-05,302758.65
2026-05,225340.27
2026-05,263363.54
2026-05,316874.76
2026-05,275455.32
2026-05,325794.89
2026-05,243513.52
2026-05,345734.0
2026-05,295079.63
2026-05,727616.61
2026-05,278375.86
2026-05,289662.09
2026-05,312706.6
2026-05,292312.3
2026-05,229268.35
2026-05,447234.6
2026-05,275967.42
2026-05,749465.31
2026-05,893195.57
2026-05,266964.23
2026-05,232713.48
2026-05,353615.88
2026-05,215641.37
2026-05,938759.86
2026-05,264617.3
2026-05,286327.17
2026-05,209783.72
2026-05,241390.83
2026-05,307103.21
2026-05,334992.53
2026-05,202618.46
2026-05,261194.76
2026-05,233565.26
2026-05,295385.42
2026-05,222818.55
2026-05,290963.7
2026-05,286869.96
2026-05,240150.26
2026-05,2430580.73
2026-05,229855.34
2026-05,283109.54
2026-05,1085593.99
2026-05,318108.78
2026-05,286869.96
2026-05,215084.76
2026-05,296161.5
2026-05,248522.85
2026-05,299720.61
2026-05,264174.92
2026-05,224072.62
2026-05,312027.99
2026-05,261958.95
2026-05,283068.52
2026-05,227629.23
2026-05,286121.68
2026-05,278375.86
2026-05,215527.24
2026-05,377705.4
2026-05,217229.09
2026-05,215527.24
2026-05,335907.17
2026-05,199403.75
2026-05,208409.86
2026-05,251572.09
2026-05,370772.11
2026-05,341464.39
2026-05,210223.85
2026-05,266870.52
2026-05,258459.3
2026-05,333119.93
2026-05,228609.7
2026-05,254074.14
2026-05,368298.46
2026-05,299102.59
2026-05,865890.06
2026-05,205883.45
2026-05,272408.38
2026-05,245549.8
2026-05,280475.96
2026-05,318596.67
2026-05,393012.08
2026-05,323164.15
2026-05,238463.32
2026-05,257118.78
2026-05,223907.06
2026-05,285913.1
2026-05,280087.67
2026-05,318499.17
2026-05,452263.29
2026-05,277551.98
2026-05,321112.47
2026-05,287297.25
2026-05,245726.77
2026-05,243740.58
2026-05,241733.48
2026-05,317638.42
2026-05,272660.91
2026-05,247700.74
2026-05,466067.77
2026-05,231812.83
2026-05,298432.44
2026-05,234370.94
2026-05,214030.21
2026-05,231179.0
2026-05,226819.59
2026-05,213713.41
2026-05,224567.7
2026-05,265178.77
2026-05,227053.02
2026-05,283952.36
2026-05,287460.7
2026-05,271130.62
2026-05,386614.19
2026-05,265944.47
2026-05,265425.39
2026-05,204240.53
2026-05,236721.37
2026-05,222828.04
2026-05,198351.62
2026-05,215808.4
2026-05,329192.83
2026-05,230075.37
2026-05,272727.85
2026-05,325000.64
2026-05,270160.5
2026-05,277738.82
2026-05,217043.21
2026-05,254663.62
2026-05,709090.54
2026-05,222114.14
2026-05,254325.34
2026-05,228513.9
2026-05,203767.16
2026-05,210342.27
2026-05,212083.88
2026-05,215019.81
2026-05,213885.4
2026-05,216052.24
2026-05,304341.87
2026-05,294785.61
2026-05,306831.44
2026-05,285839.01
2026-05,323181.15
2026-05,237875.82
2026-05,303021.07
2026-05,251119.14
2026-05,232990.44
2026-05,803117.71
2026-05,223888.36
2026-05,351014.76
2026-05,377705.4
2026-05,382867.03
2026-05,220127.03
2026-05,223772.73
2026-05,229132.1
2026-05,268955.38
2026-05,329477.79
2026-05,277672.66
2026-05,272267.09
2026-05,914707.4
2026-05,279883.16
2026-05,248447.33
2026-05,221184.22
2026-05,272977.97
2026-05,429523.62
2026-05,294125.88
2026-05,231032.79
2026-05,249318.97
2026-05,246884.67
2026-05,293078.56
2026-05,283488.52
2026-05,240625.04
2026-05,209278.13
2026-05,268144.37
2026-05,285839.01
2026-05,225378.29
2026-05,194148.55
2026-05,269340.29
2026-05,280313.48
2026-05,263360.75
2026-05,302922.51
2026-05,310662.61
2026-05,231993.37
2026-05,237221.65
2026-05,331825.71
2026-05,234864.0
2026-05,276204.93
2026-05,252821.28
2026-05,280166.92
2026-05,323599.23
2026-05,231503.97
2026-05,301636.88
2026-05,213713.41
2026-05,272951.58
2026-05,294791.26
2026-05,1135034.15
2026-05,236471.13
2026-05,237325.17
2026-05,271130.62
2026-05,244856.62
2026-05,197020.66
2026-05,301393.88
2026-05,242845.49
2026-05,266854.55
2026-05,320443.05
2026-05,249864.68
2026-05,195033.25
2026-05,216906.85
2026-05,369435.43
2026-05,199037.17
2026-05,226802.35
2026-05,265536.99
2026-05,235821.26
2026-05,254132.56
2026-05,361423.15
2026-05,227639.62
2026-05,220004.87
2026-05,257540.53
2026-05,293276.47
2026-05,269425.05
2026-05,445502.41
2026-05,292234.46
2026-05,309900.8
2026-05,245941.43
2026-05,216906.85
2026-05,269799.93
2026-05,286907.12
2026-05,245145.25
2026-05,277360.44
2026-05,332619.87
2026-05,308622.19
2026-05,253578.16
2026-05,302902.48
2026-05,277064.79
2026-05,703059.68
2026-05,246441.77
2026-05,406659.58
2026-05,210788.81
2026-05,258915.47
2026-05,260765.43
2026-05,303905.92
2026-05,295517.2
2026-05,368991.98
2026-05,251546.83
2026-05,288611.03
2026-05,522271.44
2026-05,290563.67
2026-05,288174.73
2026-05,209001.4
2026-05,216358.66
2026-05,323045.79
2026-05,272702.5
2026-05,266118.8
2026-05,268804.67
2026-05,273435.65
2026-05,259467.1
2026-05,403231.46
2026-05,323775.46
2026-05,549772.1
2026-05,288377.88
2026-05,529796.39
2026-05,230725.76
2026-05,1008301.62
2026-05,323181.15
2026-05,259488.74
2026-05,310484.01
2026-05,259480.99
2026-05,214423.7
2026-05,311047.35
2026-05,252343.43
2026-05,310936.82
2026-05,273223.09
2026-05,210223.84
2026-05,304495.17
2026-05,252944.95
2026-05,241559.43
2026-05,893195.57
2026-05,286865.58
2026-05,267036.75
2026-05,278630.25
2026-05,285815.0
2026-05,301407.5
2026-05,232214.97
2026-05,304993.24
2026-05,205062.11
2026-05,230962.49
2026-05,285100.92
2026-05,312129.95
2026-05,218945.99
2026-05,238063.72
2026-05,474835.63
2026-05,275211.4
2026-05,286775.58
2026-05,200904.41
2026-05,703059.68
2026-05,312731.43
2026-05,212688.99
2026-05,272158.13
2026-05,1012457.19
2026-05,261492.05
2026-05,552537.61
2026-05,288895.51
2026-05,309138.35
2026-05,226129.77
2026-05,257200.77
2026-05,493130.1
2026-05,254170.02
2026-05,218839.14
2026-05,241546.95
2026-05,270849.71
2026-05,350481.12
2026-05,320479.61
2026-05,235998.67
2026-05,307088.66
2026-05,238731.19
2026-05,315972.99
2026-05,233797.39
2026-05,233801.54
2026-05,272361.0
2026-05,308425.89
2026-05,294738.46
2026-05,215586.0
2026-05,305454.61
2026-05,220461.36
2026-05,316453.09
2026-05,224392.01
2026-05,209863.75
2026-05,231672.55
2026-05,934468.25
2026-05,296867.13
2026-05,275561.95
2026-05,268958.87
2026-05,279879.92
2026-05,219103.36
2026-05,272971.14
2026-05,321844.82
2026-05,226538.3
2026-05,301407.5
2026-05,216421.98
2026-05,203683.5
2026-05,263572.53
2026-05,366363.49
2026-05,261741.8
2026-05,247772.65
2026-05,313965.93
2026-05,258441.38
2026-05,290133.64
2026-05,225771.89
2026-05,290563.67
2026-05,282078.01
2026-05,228394.98
2026-05,305866.59
2026-05,323644.58
2026-05,309740.2
2026-05,739504.15
2026-05,217374.81
2026-05,269232.09
2026-05,316607.33
2026-05,277427.71
2026-05,233446.88
2026-05,274165.16
2026-05,263953.92
2026-05,274357.28
2026-05,224072.62
2026-05,299430.86
2026-05,271974.84
2026-05,424877.81
2026-05,263356.16
2026-05,265436.98
2026-05,283068.52
2026-05,214885.12
2026-05,274390.09
2026-05,288496.98
2026-05,286961.5
2026-05,278683.58
2026-05,275482.81
2026-05,361423.15
