month,predicted_cost
2026-01,269150.54
2026-01,255374.23
2026-01,270606.06
2026-01,224063.43
2026-01,261682.26
2026-01,221187.47
2026-01,310465.92
2026-01,255690.93
2026-01,226274.03
2026-01,300719.12
2026-01,275496.67
2026-01,267231.97
2026-01,231872.49
2026-01,195110.27
2026-01,216587.87
2026-01,230394.25
2026-01,287995.76
2026-01,210239.06
2026-01,187702.87
2026-01,248807.11
2026-01,226177.66
2026-01,214760.95
2026-01,304916.62
2026-01,299212.31
2026-01,296824.96
2026-01,310804.25
2026-01,262386.03
2026-01,260725.93
2026-01,289115.73
2026-01,273261.04
2026-01,359884.44
2026-01,258555.37
2026-01,229468.93
2026-01,271726.71
2026-01,350956.75
2026-01,227025.33
2026-01,276814.61
2026-01,267476.88
2026-01,220428.37
2026-01,611235.7
2026-01,222843.66
2026-01,219171.24
2026-01,224917.94
2026-01,298506.98
2026-01,215830.15
2026-01,367667.19
2026-01,211021.61
2026-01,253475.68
2026-01,325203.93
2026-01,224704.67
2026-01,281143.97
2026-01,220964.04
2026-01,305779.34
2026-01,282694.22
2026-01,340658.91
2026-01,230339.14
2026-01,292703.71
2026-01,213884.32
2026-01,289277.73
2026-01,297840.01
2026-01,306553.6
2026-01,367040.93
2026-01,1048382.66
2026-01,271804.92
2026-01,277035.28
2026-01,221124.92
2026-01,229993.98
2026-01,268807.51
2026-01,811839.43
2026-01,287633.57
2026-01,244925.28
2026-01,308570.73
2026-01,327800.35
2026-01,203812.12
2026-01,323077.34
2026-01,301909.19
2026-01,224872.51
2026-01,215877.19
2026-01,284111.49
2026-01,272510.81
2026-01,789946.77
2026-01,239605.72
2026-01,243787.39
2026-01,287839.51
2026-01,278908.58
2026-01,302937.31
2026-01,251988.87
2026-01,229172.1
2026-01,231804.23
2026-01,219952.86
2026-01,1428231.44
2026-01,225613.6
2026-01,253181.46
2026-01,254450.2
2026-01,294194.72
2026-01,331380.78
2026-01,210884.16
2026-01,213531.24
2026-01,670581.26
2026-01,208304.35
2026-01,238907.27
2026-01,233447.79
2026-01,300411.35
2026-01,267320.25
2026-01,216918.83
2026-01,220872.78
2026-01,219431.27
2026-01,242589.99
2026-01,313328.84
2026-01,201472.54
2026-01,323406.0
2026-01,296562.64
2026-01,267024.02
2026-01,229658.82
2026-01,254450.2
2026-01,249338.37
2026-01,1330226.75
2026-01,265145.82
2026-01,301060.42
2026-01,415200.88
2026-01,280750.46
2026-01,206819.87
2026-01,267735.89
2026-01,208610.56
2026-01,306125.25
2026-01,275191.15
2026-01,285936.91
2026-01,718697.29
2026-01,296760.35
2026-01,285955.12
2026-01,285720.19
2026-01,255962.46
2026-01,296029.42
2026-01,277351.05
2026-01,237336.27
2026-01,227787.08
2026-01,250650.48
2026-01,221691.75
2026-01,232727.8
2026-01,620272.14
2026-01,330199.59
2026-01,341687.8
2026-01,314703.82
2026-01,338864.64
2026-01,369279.26
2026-01,327082.22
2026-01,202191.73
2026-01,198401.27
2026-01,225356.67
2026-01,341009.63
2026-01,249923.51
2026-01,187958.39
2026-01,266684.16
2026-01,215905.26
2026-01,375786.19
2026-01,405752.94
2026-01,321212.57
2026-01,337474.64
2026-01,200382.69
2026-01,269572.5
2026-01,204502.22
2026-01,230286.0
2026-01,303756.25
2026-01,277351.05
2026-01,287306.54
2026-01,210362.77
2026-01,330199.59
2026-01,278908.58
2026-01,212105.33
2026-01,282287.07
2026-01,261062.35
2026-01,237423.49
2026-01,206823.23
2026-01,321654.66
2026-01,264420.67
2026-01,818363.08
2026-01,209439.23
2026-01,290211.76
2026-01,1401465.32
2026-01,294548.83
2026-01,218716.16
2026-01,205654.45
2026-01,820084.58
2026-01,299646.46
2026-01,261153.4
2026-01,507556.03
2026-01,226654.15
2026-01,285731.87
2026-01,249940.93
2026-01,278087.41
2026-01,199703.1
2026-01,233608.42
2026-01,195110.27
2026-01,213102.02
2026-01,230747.1
2026-01,249478.26
2026-01,239752.47
2026-01,313977.99
2026-01,211000.14
2026-01,257475.22
2026-01,268743.01
2026-01,241333.1
2026-01,430694.56
2026-01,291956.74
2026-01,301070.73
2026-01,286453.72
2026-01,306249.66
2026-01,230580.72
2026-01,184855.28
2026-01,230339.14
2026-01,231311.92
2026-01,264537.97
2026-01,317024.08
2026-01,221330.12
2026-01,260751.6
2026-01,209231.88
2026-01,221912.15
2026-01,238997.03
2026-01,258285.8
2026-01,301070.73
2026-01,295738.55
2026-01,190570.91
2026-01,254829.83
2026-01,300111.31
2026-01,700220.87
2026-01,280531.1
2026-01,614638.22
2026-01,198812.22
2026-01,252979.18
2026-01,233707.37
2026-01,320946.86
2026-01,238790.83
2026-01,206860.12
2026-01,258007.13
2026-01,234789.73
2026-01,733974.18
2026-01,264888.96
2026-01,425695.07
2026-01,257547.11
2026-01,294356.13
2026-01,289835.33
2026-01,229551.88
2026-01,314103.45
2026-01,233881.71
2026-01,255292.74
2026-01,270544.47
2026-01,283555.37
2026-01,254543.84
2026-01,388567.97
2026-01,230919.42
2026-01,245942.19
2026-01,267704.36
2026-01,259305.71
2026-01,238116.84
2026-01,259606.35
2026-01,220964.04
2026-01,387431.75
2026-01,229601.34
2026-01,259330.44
2026-01,295407.6
2026-01,292998.44
2026-01,310465.92
2026-01,261561.4
2026-01,201393.6
2026-01,357473.69
2026-01,214546.95
2026-01,266855.61
2026-01,276980.99
2026-01,245548.89
2026-01,510107.7
2026-01,286296.33
2026-01,206656.43
2026-01,229453.4
2026-01,328223.63
2026-01,227025.33
2026-01,256044.82
2026-01,285921.08
2026-01,222933.96
2026-01,231554.32
2026-01,218199.67
2026-01,323700.51
2026-01,286159.78
2026-01,267476.88
2026-01,258347.75
2026-01,246324.45
2026-01,314796.51
2026-01,374951.37
2026-01,329457.9
2026-01,238313.86
2026-01,324564.29
2026-01,276550.53
2026-01,220180.65
2026-01,277463.51
2026-01,307143.94
2026-01,255201.06
2026-01,287128.9
2026-01,208485.14
2026-01,327138.94
2026-01,264867.03
2026-01,282223.01
2026-01,293798.06
2026-01,313328.84
2026-01,298516.08
2026-01,267462.81
2026-01,268264.87
2026-01,323077.34
2026-01,1045111.54
2026-01,274151.62
2026-01,307121.16
2026-01,207194.95
2026-01,260057.29
2026-01,355578.93
2026-01,314482.36
2026-01,229643.3
2026-01,268106.56
2026-01,241398.67
2026-01,273266.85
2026-01,268284.44
2026-01,227252.67
2026-01,195632.44
2026-01,253475.68
2026-01,240735.24
2026-01,285157.92
2026-01,264938.67
2026-01,313977.99
2026-01,245782.81
2026-01,295201.66
2026-01,302196.13
2026-01,338458.01
2026-01,652402.49
2026-01,225473.62
2026-01,338878.62
2026-01,264298.78
2026-01,301068.99
2026-01,255357.14
2026-01,891491.66
2026-01,262472.31
2026-01,221643.48
2026-01,210599.26
2026-01,256258.44
2026-01,243379.77
2026-01,313620.68
2026-01,222796.37
2026-01,255196.86
2026-01,243281.98
2026-01,258347.75
2026-01,277131.41
2026-01,247138.42
2026-01,236092.51
2026-01,285742.88
2026-01,302343.43
2026-01,271804.92
2026-01,282278.58
2026-01,820084.58
2026-01,290814.53
2026-01,210239.06
2026-01,273770.85
2026-01,220341.87
2026-01,273770.13
2026-01,269934.85
2026-01,254057.41
2026-01,737735.99
2026-01,192647.61
2026-01,277036.79
2026-01,215668.22
2026-01,220647.38
2026-01,272886.25
2026-01,269150.54
2026-01,218199.67
2026-01,219743.07
2026-01,243787.39
2026-01,194831.85
2026-01,232241.18
2026-01,201034.77
2026-01,197165.92
2026-01,296543.43
2026-01,269117.02
2026-01,214729.56
2026-01,232527.34
2026-01,279121.43
2026-01,217742.44
2026-01,320322.89
2026-01,215186.52
2026-01,209527.62
2026-01,259500.56
2026-01,300697.58
2026-01,220670.79
2026-01,282287.07
2026-01,246564.49
2026-01,309529.48
2026-01,224755.78
2026-01,312245.44
2026-01,340499.73
2026-01,199977.97
2026-01,202517.1
2026-01,281695.11
2026-01,317024.08
2026-01,354870.28
2026-01,199977.97
2026-01,242510.15
2026-01,358209.4
2026-01,258008.56
2026-01,333649.79
2026-01,241153.19
2026-01,236471.28
2026-01,702711.92
2026-01,229047.94
2026-01,268635.44
2026-01,333304.78
2026-01,265422.4
2026-01,235172.19
2026-01,402520.89
2026-01,275905.56
2026-01,463264.84
2026-01,275446.79
2026-01,230582.49
2026-01,270201.22
2026-01,330276.32
2026-01,217854.41
2026-01,208556.27
2026-01,399130.08
2026-01,232938.25
2026-01,252895.91
2026-01,252477.99
2026-01,281981.01
2026-01,217153.14
2026-01,221539.97
2026-01,292262.94
2026-01,219475.43
2026-01,290233.73
2026-01,197780.67
2026-01,233475.61
2026-01,222047.31
2026-01,302566.96
2026-01,258285.8
2026-01,220108.6
2026-01,267181.88
2026-01,290031.45
2026-01,220039.51
2026-01,253475.68
2026-01,255367.3
2026-01,252002.69
2026-01,241243.78
2026-01,298171.94
2026-01,232454.43
2026-01,294947.62
2026-01,215247.01
2026-01,260305.8
2026-01,270106.04
2026-01,222045.54
2026-01,269913.99
2026-01,310465.92
2026-01,207411.43
2026-01,232196.12
2026-01,216054.01
2026-01,259606.35
2026-01,373960.13
2026-01,207292.46
2026-01,220869.4
2026-01,350356.2
2026-01,197981.64
2026-01,329782.17
2026-01,308486.31
2026-01,261607.4
2026-01,295911.74
2026-01,221018.22
2026-01,330679.74
2026-01,287244.79
2026-01,267551.81
2026-01,762521.37
2026-01,235859.64
2026-01,228751.56
2026-01,196872.18
2026-01,263857.31
2026-01,298304.22
2026-01,192844.76
2026-01,817887.96
2026-01,255153.57
2026-01,377179.23
2026-01,277785.14
2026-01,204841.7
2026-01,324250.99
2026-01,218499.92
2026-01,496787.99
2026-01,278879.93
2026-01,259020.76
2026-01,331364.79
2026-01,308108.68
2026-01,288687.05
2026-01,205467.41
2026-01,251233.64
2026-01,272188.48
2026-01,302680.49
2026-01,457134.05
2026-01,288865.73
2026-01,284541.31
2026-01,210762.43
2026-01,240404.34
2026-01,225553.63
2026-01,2144695.13
2026-01,211148.82
2026-01,237235.61
2026-01,783523.93
2026-01,265145.82
2026-01,296747.53
2026-01,436951.07
2026-01,265572.51
2026-01,254543.84
2026-01,280681.05
2026-01,215247.01
2026-01,495601.0
2026-01,271396.12
2026-01,323406.0
2026-01,250801.01
2026-01,255985.22
2026-01,233707.37
2026-01,255445.37
2026-01,271141.96
2026-01,284368.27
2026-01,270226.55
2026-01,293843.85
2026-01,248807.11
2026-01,215165.89
2026-01,239315.85
2026-01,313244.02
2026-01,315731.34
2026-01,2099595.47
2026-01,256258.44
2026-01,338052.66
2026-01,242588.12
2026-01,484194.1
2026-01,299154.38
2026-01,213176.74
2026-01,334072.46
2026-01,263171.82
2026-01,972488.83
2026-01,252582.54
2026-01,268695.55
2026-01,346018.25
2026-01,214638.47
2026-01,268111.75
2026-01,255028.81
2026-01,254102.27
2026-01,239803.21
2026-01,275129.18
2026-01,217308.98
2026-01,223432.98
2026-01,475765.95
2026-01,229617.97
2026-01,205187.22
2026-01,216610.32
2026-01,328497.61
2026-01,197879.05
2026-01,212681.62
2026-01,316750.92
2026-01,252379.53
2026-01,217694.5
2026-01,308271.2
2026-01,374378.99
2026-01,309303.33
2026-01,306381.96
2026-01,254792.18
2026-01,211370.68
2026-01,279921.83
2026-01,232792.8
2026-01,224790.88
2026-01,285269.35
2026-01,311249.11
2026-01,206091.21
2026-01,227837.62
2026-01,295109.16
2026-01,805049.14
2026-01,662758.85
2026-01,223888.97
2026-01,266868.99
2026-01,851285.97
2026-01,258050.13
2026-01,284261.77
2026-01,796785.65
2026-01,276815.68
2026-01,252969.51
2026-01,426534.59
2026-01,272489.09
2026-01,216013.45
2026-01,946177.56
2026-01,218879.48
2026-01,196305.06
2026-01,272573.41
2026-01,262183.4
2026-01,754619.98
2026-01,259843.71
2026-01,210362.77
2026-01,253667.36
2026-01,243281.98
2026-01,286510.56
2026-01,229137.4
2026-01,260337.95
2026-01,321650.48
2026-01,276976.19
2026-01,403039.73
2026-01,330510.39
2026-01,232241.18
2026-01,260076.45
2026-01,272868.31
2026-01,203823.74
2026-01,390648.95
2026-01,266926.29
2026-01,313542.86
2026-01,327236.41
2026-01,363011.86
2026-01,279409.89
2026-01,280006.53
2026-01,236301.24
2026-01,280640.71
2026-01,337810.89
2026-01,231311.09
2026-01,198436.61
2026-01,254808.44
2026-01,256664.8
2026-01,2220667.33
2026-01,228197.82
2026-01,749627.0
2026-01,281955.54
2026-01,365539.96
2026-01,278462.03
2026-01,217410.26
2026-01,199435.44
2026-01,232317.69
2026-01,836955.57
2026-01,307728.58
2026-01,295860.4
2026-01,216379.53
2026-01,321001.93
2026-01,258054.39
2026-01,210884.16
2026-01,274528.27
2026-01,219743.07
2026-01,280006.53
2026-01,252424.14
2026-01,315080.32
2026-01,384624.05
2026-01,342670.55
2026-01,783523.93
2026-01,308998.99
2026-01,287087.09
2026-01,269727.41
2026-01,196305.06
2026-01,256182.23
2026-01,227888.95
2026-01,304417.99
2026-01,280201.88
2026-01,255772.52
2026-01,221191.47
2026-01,296918.7
2026-01,223365.68
2026-01,243584.44
2026-01,305752.07
2026-01,214180.0
2026-01,331234.92
2026-01,218839.61
2026-01,923461.06
2026-01,267315.32
2026-01,282223.01
2026-01,224432.03
2026-01,292466.78
2026-01,193233.19
2026-01,212105.33
2026-01,263966.74
2026-01,305672.33
2026-01,330353.52
2026-01,263368.43
2026-01,272639.2
2026-01,244711.98
2026-01,343625.99
2026-01,222272.37
2026-01,278359.63
2026-01,282093.5
2026-01,252851.33
2026-01,247769.67
2026-01,265870.48
2026-01,278581.23
2026-01,258621.0
2026-01,273178.07
2026-01,243304.0
2026-01,229477.14
2026-01,278322.7
2026-01,279555.8
2026-01,278089.83
2026-01,422637.03
2026-01,230786.82
2026-01,326824.95
2026-01,295860.4
2026-01,254118.56
2026-01,211488.15
2026-01,263626.61
2026-01,265104.09
2026-01,362702.69
2026-01,886255.99
2026-01,201738.13
2026-01,339869.5
2026-01,268932.11
2026-01,422637.03
2026-01,258965.4
2026-01,272497.54
2026-01,267212.97
2026-01,265495.5
2026-01,272634.42
2026-01,258183.73
2026-01,194606.53
2026-01,239030.34
2026-01,202381.2
2026-01,223469.69
2026-01,212545.97
2026-01,217854.41
2026-01,296192.06
2026-01,234293.6
2026-01,191991.98
2026-01,266397.2
2026-01,267181.88
2026-01,255445.89
2026-01,242354.02
2026-01,295600.81
2026-01,611235.7
2026-01,218794.08
2026-01,208444.21
2026-01,232196.12
2026-01,310718.9
2026-01,309050.56
2026-01,338864.64
2026-01,296192.06
2026-01,294484.74
2026-01,293532.75
2026-01,276238.25
2026-01,247505.11
2026-01,207596.48
2026-01,210531.76
2026-01,483630.95
2026-01,245279.34
2026-01,908576.59
2026-01,1414245.27
2026-01,252977.05
2026-01,204372.25
2026-01,211148.82
2026-01,267009.73
2026-01,221912.15
2026-01,276438.11
2026-01,295114.83
2026-01,218100.42
2026-01,312288.64
2026-01,221539.97
2026-01,268076.57
2026-01,268013.04
2026-01,267965.86
2026-01,294824.14
2026-01,241792.11
2026-01,279780.31
2026-01,268013.04
2026-01,215076.96
2026-01,278879.93
2026-01,287121.36
2026-01,269201.44
2026-01,231099.4
2026-01,208219.8
2026-01,285936.91
2026-01,274741.81
2026-01,210471.23
2026-01,217884.03
2026-01,314256.63
2026-01,902717.22
2026-01,223129.31
2026-01,198962.31
2026-01,300680.95
2026-01,882209.9
2026-01,217079.68
2026-01,803984.78
2026-01,287804.07
2026-01,260807.98
2026-01,427323.81
2026-01,258660.84
2026-01,387325.96
2026-01,224282.1
2026-01,292571.47
2026-01,217355.42
2026-01,222757.77
2026-01,292399.46
2026-01,263070.74
2026-01,297724.29
2026-01,253100.2
2026-01,266376.03
2026-01,517949.49
2026-01,223488.84
2026-01,272646.33
2026-01,226669.07
2026-01,283717.23
2026-01,315731.34
2026-01,272573.41
2026-01,253200.57
2026-01,299805.99
2026-01,270685.83
2026-01,254105.72
2026-01,210531.76
2026-01,224894.14
2026-01,261832.58
2026-01,196269.79
2026-01,284304.07
2026-01,334150.45
2026-01,309913.88
2026-01,258660.84
2026-01,216149.34
2026-01,215211.26
2026-01,306486.96
2026-01,312283.74
2026-01,224753.76
2026-01,220872.78
2026-01,262106.52
2026-01,273380.85
2026-01,291486.29
2026-01,333649.79
2026-01,214631.32
2026-01,817887.96
2026-01,236246.4
2026-01,199545.36
2026-02,263960.48
2026-02,217227.75
2026-02,253210.43
2026-02,295652.44
2026-02,211542.81
2026-02,283707.2
2026-02,224347.86
2026-02,297446.4
2026-02,258267.3
2026-02,294963.7
2026-02,259877.04
2026-02,254181.66
2026-02,214468.91
2026-02,212666.61
2026-02,225958.45
2026-02,284775.66
2026-02,1300038.0
2026-02,282458.93
2026-02,437854.51
2026-02,265836.11
2026-02,266916.41
2026-02,224450.16
2026-02,236841.09
2026-02,208143.75
2026-02,249826.88
2026-02,246441.08
2026-02,226391.7
2026-02,213128.92
2026-02,258246.09
2026-02,306360.35
2026-02,230464.0
2026-02,284928.79
2026-02,299624.03
2026-02,265944.47
2026-02,277407.61
2026-02,255528.41
2026-02,340241.6
2026-02,251500.55
2026-02,293282.45
2026-02,980756.77
2026-02,256959.05
2026-02,227427.22
2026-02,224656.4
2026-02,223519.51
2026-02,235489.46
2026-02,295556.71
2026-02,263182.79
2026-02,228845.53
2026-02,281233.87
2026-02,261201.41
2026-02,271726.0
2026-02,306425.03
2026-02,225362.28
2026-02,745962.99
2026-02,270601.0
2026-02,278006.39
2026-02,294226.52
2026-02,306201.56
2026-02,302927.87
2026-02,1714552.17
2026-02,284073.05
2026-02,223048.14
2026-02,820934.66
2026-02,291787.43
2026-02,345796.72
2026-02,270944.39
2026-02,268166.19
2026-02,263700.62
2026-02,670771.21
2026-02,252476.66
2026-02,245288.27
2026-02,268790.27
2026-02,305788.81
2026-02,253274.77
2026-02,228714.51
2026-02,288595.89
2026-02,319110.9
2026-02,269452.87
2026-02,357026.18
2026-02,249053.07
2026-02,964096.01
2026-02,411349.05
2026-02,255778.24
2026-02,303553.73
2026-02,236438.51
2026-02,312270.15
2026-02,272489.83
2026-02,316167.71
2026-02,272208.24
2026-02,266868.86
2026-02,384487.17
2026-02,330633.17
2026-02,232019.96
2026-02,1138022.67
2026-02,246939.55
2026-02,344159.71
2026-02,282832.2
2026-02,240691.24
2026-02,242189.58
2026-02,798500.49
2026-02,288338.2
2026-02,402503.31
2026-02,236571.18
2026-02,288367.17
2026-02,365526.12
2026-02,244567.06
2026-02,269856.77
2026-02,366276.05
2026-02,318714.6
2026-02,300689.49
2026-02,235068.93
2026-02,263954.13
2026-02,234651.55
2026-02,267897.34
2026-02,283972.24
2026-02,266038.01
2026-02,232665.12
2026-02,223407.98
2026-02,212171.96
2026-02,282989.23
2026-02,284950.32
2026-02,451260.24
2026-02,245373.62
2026-02,308537.91
2026-02,255490.54
2026-02,231027.88
2026-02,305066.62
2026-02,264153.5
2026-02,240186.18
2026-02,216682.27
2026-02,236519.77
2026-02,212144.56
2026-02,224891.75
2026-02,215050.83
2026-02,273694.75
2026-02,269128.8
2026-02,234002.53
2026-02,351985.83
2026-02,312901.24
2026-02,306188.39
2026-02,258251.43
2026-02,284009.49
2026-02,237434.95
2026-02,281462.45
2026-02,226250.37
2026-02,262394.74
2026-02,544613.1
2026-02,270937.48
2026-02,270061.58
2026-02,221206.0
2026-02,219706.38
2026-02,236958.1
2026-02,322110.47
2026-02,243085.31
2026-02,257200.35
2026-02,227424.47
2026-02,461253.88
2026-02,254674.52
2026-02,285759.72
2026-02,240785.23
2026-02,274054.91
2026-02,226250.37
2026-02,2034717.72
2026-02,257726.19
2026-02,258198.07
2026-02,278808.96
2026-02,259230.29
2026-02,282370.17
2026-02,332482.98
2026-02,208600.22
2026-02,261018.06
2026-02,330174.54
2026-02,267671.47
2026-02,266801.88
2026-02,302745.21
2026-02,335430.48
2026-02,233466.83
2026-02,262246.33
2026-02,301409.88
2026-02,204065.18
2026-02,317115.27
2026-02,1070860.95
2026-02,300505.16
2026-02,333158.59
2026-02,287282.38
2026-02,223441.27
2026-02,275318.47
2026-02,827622.0
2026-02,254952.58
2026-02,216075.94
2026-02,392237.15
2026-02,261006.18
2026-02,211954.64
2026-02,284628.44
2026-02,224662.52
2026-02,253301.29
2026-02,367578.05
2026-02,270395.24
2026-02,285626.95
2026-02,271788.89
2026-02,240682.44
2026-02,304450.11
2026-02,275334.1
2026-02,258817.33
2026-02,269577.67
2026-02,324878.39
2026-02,442989.64
2026-02,277793.93
2026-02,255298.64
2026-02,1204691.81
2026-02,1086220.35
2026-02,560109.36
2026-02,202723.97
2026-02,249919.34
2026-02,216268.03
2026-02,233876.27
2026-02,286670.31
2026-02,199833.44
2026-02,227716.41
2026-02,268758.09
2026-02,224189.15
2026-02,221233.17
2026-02,258311.68
2026-02,201827.1
2026-02,235609.88
2026-02,209269.9
2026-02,291139.51
2026-02,216870.88
2026-02,240616.71
2026-02,261321.24
2026-02,238380.82
2026-02,235422.19
2026-02,253668.37
2026-02,423455.25
2026-02,303212.89
2026-02,242244.43
2026-02,244387.99
2026-02,203299.46
2026-02,273777.08
2026-02,231700.12
2026-02,283819.25
2026-02,252945.8
2026-02,283371.12
2026-02,225491.0
2026-02,276480.17
2026-02,310556.3
2026-02,219429.31
2026-02,338800.3
2026-02,299589.26
2026-02,246670.4
2026-02,231094.08
2026-02,366414.41
2026-02,349293.98
2026-02,275134.02
2026-02,218647.24
2026-02,330373.28
2026-02,276137.08
2026-02,224461.38
2026-02,269631.0
2026-02,230071.77
2026-02,232009.09
2026-02,280436.67
2026-02,217892.31
2026-02,279732.47
2026-02,201318.21
2026-02,252447.64
2026-02,223969.44
2026-02,250061.69
2026-02,217518.44
2026-02,233350.29
2026-02,278531.75
2026-02,220260.99
2026-02,333338.39
2026-02,392290.99
2026-02,355370.07
2026-02,791418.9
2026-02,222246.29
2026-02,229138.24
2026-02,287641.96
2026-02,215130.92
2026-02,270908.9
2026-02,228248.15
2026-02,191935.83
2026-02,297499.59
2026-02,639487.72
2026-02,218915.7
2026-02,265128.53
2026-02,265892.29
2026-02,319386.9
2026-02,278808.96
2026-02,269293.16
2026-02,223832.73
2026-02,208988.43
2026-02,277650.47
2026-02,254781.26
2026-02,257746.11
2026-02,269413.13
2026-02,273111.76
2026-02,223261.93
2026-02,304748.88
2026-02,288201.96
2026-02,272758.03
2026-02,540750.81
2026-02,361368.71
2026-02,281553.17
2026-02,276254.28
2026-02,340875.88
2026-02,257726.19
2026-02,307208.21
2026-02,248931.37
2026-02,219706.38
2026-02,284580.81
2026-02,260378.99
2026-02,324979.99
2026-02,214889.85
2026-02,278060.1
2026-02,231690.68
2026-02,200195.23
2026-02,392237.15
2026-02,294226.52
2026-02,246512.36
2026-02,217382.56
2026-02,201454.02
2026-02,225618.82
2026-02,193317.69
2026-02,919729.8
2026-02,285765.92
2026-02,289179.43
2026-02,227017.56
2026-02,207767.88
2026-02,304690.43
2026-02,319548.29
2026-02,287851.27
2026-02,199699.76
2026-02,309192.29
2026-02,309102.17
2026-02,266367.73
2026-02,265516.22
2026-02,197729.23
2026-02,302859.25
2026-02,257115.12
2026-02,1080311.21
2026-02,200484.1
2026-02,224662.52
2026-02,304327.14
2026-02,248439.39
2026-02,221210.82
2026-02,221021.0
2026-02,213222.01
2026-02,275492.46
2026-02,286455.64
2026-02,281988.72
2026-02,251818.49
2026-02,249130.21
2026-02,237987.26
2026-02,2034717.72
2026-02,200187.42
2026-02,260881.86
2026-02,228480.2
2026-02,220320.56
2026-02,222529.15
2026-02,340472.47
2026-02,203329.44
2026-02,265920.4
2026-02,283670.05
2026-02,278861.02
2026-02,281434.74
2026-02,230286.11
2026-02,313997.91
2026-02,292030.42
2026-02,269525.87
2026-02,623150.27
2026-02,308194.43
2026-02,266936.25
2026-02,239421.83
2026-02,364199.59
2026-02,262578.08
2026-02,262246.33
2026-02,222208.9
2026-02,336621.63
2026-02,299813.99
2026-02,258606.59
2026-02,288753.53
2026-02,225958.45
2026-02,549380.08
2026-02,964096.01
2026-02,268236.22
2026-02,741945.94
2026-02,226806.07
2026-02,235978.79
2026-02,1088435.58
2026-02,283170.81
2026-02,232665.12
2026-02,213415.86
2026-02,317115.27
