MFACTOR|MFACTORNAME|ST_CASE|VEH_NO|STATE|YEAR|VEHICLECC
0|None|482532|2|48|2017|
0|None|482533|1|48|2017|
0|None|482533|2|48|2017|
0|None|482534|1|48|2017|
9|Other Lights|482534|2|48|2017|
0|None|482535|1|48|2017|
0|None|482535|2|48|2017|
0|None|482536|1|48|2017|
0|None|482536|2|48|2017|
0|None|482537|1|48|2017|
0|None|482537|2|48|2017|
0|None|482538|1|48|2017|
0|None|482539|1|48|2017|
0|None|482540|1|48|2017|
0|None|482541|1|48|2017|
0|None|482542|1|48|2017|
0|None|482543|1|48|2017|
0|None|482543|2|48|2017|
0|None|482544|1|48|2017|
0|None|482545|1|48|2017|
0|None|482546|1|48|2017|
0|None|482546|2|48|2017|
0|None|482547|1|48|2017|
0|None|482547|2|48|2017|
0|None|482548|1|48|2017|
0|None|482548|2|48|2017|
0|None|482548|3|48|2017|
0|None|482549|1|48|2017|
0|None|482549|2|48|2017|
0|None|482550|1|48|2017|
0|None|482551|1|48|2017|
0|None|482551|2|48|2017|
0|None|482552|1|48|2017|
0|None|482553|1|48|2017|
0|None|482553|2|48|2017|
0|None|482554|1|48|2017|
0|None|482555|1|48|2017|
0|None|482555|2|48|2017|
0|None|482556|1|48|2017|
0|None|482556|2|48|2017|
0|None|482557|1|48|2017|
0|None|482557|2|48|2017|
0|None|482558|1|48|2017|
0|None|482558|2|48|2017|
0|None|482559|1|48|2017|
0|None|482559|2|48|2017|
0|None|482560|1|48|2017|
0|None|482561|1|48|2017|
0|None|482561|2|48|2017|
0|None|482561|3|48|2017|
0|None|482561|4|48|2017|
0|None|482561|5|48|2017|
0|None|482561|6|48|2017|
0|None|482561|7|48|2017|
0|None|482562|1|48|2017|
0|None|482563|1|48|2017|
0|None|482563|2|48|2017|
0|None|482564|1|48|2017|
0|None|482565|1|48|2017|
0|None|482565|2|48|2017|
99|Unknown|482566|1|48|2017|
0|None|482567|1|48|2017|
0|None|482567|2|48|2017|
0|None|482568|1|48|2017|
0|None|482569|1|48|2017|
0|None|482569|2|48|2017|
0|None|482570|1|48|2017|
0|None|482570|2|48|2017|
0|None|482571|1|48|2017|
0|None|482572|1|48|2017|
0|None|482573|1|48|2017|
0|None|482574|1|48|2017|
0|None|482574|2|48|2017|
0|None|482575|1|48|2017|
0|None|482576|1|48|2017|
0|None|482576|2|48|2017|
0|None|482577|1|48|2017|
0|None|482577|2|48|2017|
0|None|482578|1|48|2017|
0|None|482578|2|48|2017|
0|None|482579|1|48|2017|
0|None|482580|1|48|2017|
0|None|482580|2|48|2017|
0|None|482580|3|48|2017|
0|None|482581|1|48|2017|
0|None|482581|2|48|2017|
0|None|482582|1|48|2017|
0|None|482582|2|48|2017|
0|None|482583|1|48|2017|
0|None|482583|2|48|2017|
0|None|482584|1|48|2017|
0|None|482585|1|48|2017|
0|None|482585|2|48|2017|
0|None|482587|1|48|2017|
0|None|482588|1|48|2017|
0|None|482588|2|48|2017|
0|None|482589|1|48|2017|
0|None|482589|2|48|2017|
0|None|482590|1|48|2017|
0|None|482590|2|48|2017|
0|None|482591|1|48|2017|
0|None|482592|1|48|2017|
0|None|482592|2|48|2017|
0|None|482593|1|48|2017|
0|None|482594|1|48|2017|
0|None|482594|2|48|2017|
0|None|482595|1|48|2017|
0|None|482596|1|48|2017|
0|None|482597|1|48|2017|
99|Unknown|482598|1|48|2017|
0|None|482599|1|48|2017|
0|None|482600|1|48|2017|
0|None|482601|1|48|2017|
0|None|482601|2|48|2017|
0|None|482601|3|48|2017|
0|None|482602|1|48|2017|
0|None|482602|2|48|2017|
0|None|482603|1|48|2017|
0|None|482604|1|48|2017|
0|None|482605|1|48|2017|
0|None|482606|1|48|2017|
0|None|482607|1|48|2017|
0|None|482607|2|48|2017|
0|None|482607|3|48|2017|
0|None|482608|1|48|2017|
0|None|482610|1|48|2017|
0|None|482610|2|48|2017|
0|None|482610|3|48|2017|
0|None|482610|4|48|2017|
0|None|482611|1|48|2017|
0|None|482612|1|48|2017|
0|None|482613|2|48|2017|
0|None|482614|1|48|2017|
0|None|482614|2|48|2017|
99|Unknown|482615|1|48|2017|
0|None|482616|1|48|2017|
0|None|482616|2|48|2017|
0|None|482617|1|48|2017|
0|None|482618|1|48|2017|
0|None|482618|2|48|2017|
0|None|482619|1|48|2017|
0|None|482620|1|48|2017|
0|None|482620|2|48|2017|
0|None|482621|1|48|2017|
0|None|482623|1|48|2017|
0|None|482623|2|48|2017|
0|None|482624|1|48|2017|
0|None|482625|1|48|2017|
0|None|482626|1|48|2017|
0|None|482626|2|48|2017|
0|None|482627|1|48|2017|
0|None|482628|1|48|2017|
0|None|482628|2|48|2017|
0|None|482628|3|48|2017|
0|None|482629|1|48|2017|
0|None|482629|2|48|2017|
0|None|482630|1|48|2017|
0|None|482630|2|48|2017|
0|None|482631|1|48|2017|
17|Vehicle Contributing Factors - No Details|482632|1|48|2017|
0|None|482632|2|48|2017|
0|None|482632|3|48|2017|
0|None|482632|4|48|2017|
0|None|482632|5|48|2017|
0|None|482633|1|48|2017|
0|None|482634|1|48|2017|
0|None|482635|1|48|2017|
0|None|482636|1|48|2017|
0|None|482637|1|48|2017|
0|None|482638|1|48|2017|
0|None|482639|1|48|2017|
0|None|482640|1|48|2017|
0|None|482641|1|48|2017|
0|None|482642|1|48|2017|
0|None|482642|2|48|2017|
0|None|482644|1|48|2017|
0|None|482645|1|48|2017|
0|None|482645|2|48|2017|
0|None|482646|1|48|2017|
0|None|482646|2|48|2017|
0|None|482647|1|48|2017|
0|None|482647|2|48|2017|
0|None|482648|1|48|2017|
0|None|482648|2|48|2017|
0|None|482648|3|48|2017|
0|None|482648|4|48|2017|
0|None|482648|5|48|2017|
0|None|482649|1|48|2017|
0|None|482650|1|48|2017|
0|None|482650|2|48|2017|
0|None|482651|1|48|2017|
0|None|482652|1|48|2017|
0|None|482652|2|48|2017|
0|None|482653|1|48|2017|
0|None|482654|1|48|2017|
0|None|482655|1|48|2017|
0|None|482656|1|48|2017|
0|None|482656|2|48|2017|
0|None|482657|1|48|2017|
0|None|482657|2|48|2017|
0|None|482658|1|48|2017|
0|None|482658|2|48|2017|
0|None|482658|3|48|2017|
0|None|482658|4|48|2017|
0|None|482659|1|48|2017|
0|None|482659|2|48|2017|
0|None|482660|1|48|2017|
0|None|482661|1|48|2017|
0|None|482661|2|48|2017|
0|None|482662|1|48|2017|
0|None|482662|2|48|2017|
0|None|482663|1|48|2017|
0|None|482663|2|48|2017|
0|None|482664|1|48|2017|
0|None|482664|2|48|2017|
0|None|482665|1|48|2017|
0|None|482666|1|48|2017|
0|None|482666|2|48|2017|
0|None|482667|1|48|2017|
0|None|482668|1|48|2017|
0|None|482669|1|48|2017|
0|None|482669|2|48|2017|
0|None|482670|1|48|2017|
0|None|482671|1|48|2017|
0|None|482671|2|48|2017|
0|None|482672|1|48|2017|
0|None|482672|2|48|2017|
0|None|482673|1|48|2017|
0|None|482673|2|48|2017|
0|None|482674|1|48|2017|
0|None|482675|1|48|2017|
0|None|482676|1|48|2017|
0|None|482677|1|48|2017|
0|None|482678|1|48|2017|
0|None|482679|1|48|2017|
0|None|482680|1|48|2017|
0|None|482680|2|48|2017|
0|None|482681|1|48|2017|
98|Not Reported|482682|1|48|2017|
0|None|482683|1|48|2017|
0|None|482683|2|48|2017|
0|None|482684|1|48|2017|
0|None|482685|1|48|2017|
0|None|482686|1|48|2017|
0|None|482686|2|48|2017|
0|None|482687|1|48|2017|
0|None|482688|1|48|2017|
0|None|482688|2|48|2017|
0|None|482688|3|48|2017|
98|Not Reported|482689|1|48|2017|
0|None|482690|1|48|2017|
0|None|482691|1|48|2017|
0|None|482691|2|48|2017|
0|None|482692|1|48|2017|
0|None|482692|2|48|2017|
0|None|482693|1|48|2017|
0|None|482693|2|48|2017|
0|None|482694|1|48|2017|
0|None|482696|1|48|2017|
0|None|482697|1|48|2017|
0|None|482697|2|48|2017|
0|None|482698|1|48|2017|
0|None|482699|1|48|2017|
0|None|482699|2|48|2017|
0|None|482699|3|48|2017|
0|None|482700|1|48|2017|
0|None|482701|1|48|2017|
4|Suspension|482702|1|48|2017|
0|None|482702|2|48|2017|
0|None|482703|1|48|2017|
0|None|482704|1|48|2017|
0|None|482704|2|48|2017|
0|None|482705|1|48|2017|
0|None|482705|2|48|2017|
0|None|482706|1|48|2017|
0|None|482706|2|48|2017|
0|None|482707|1|48|2017|
0|None|482708|1|48|2017|
0|None|482708|2|48|2017|
0|None|482708|3|48|2017|
0|None|482709|1|48|2017|
0|None|482709|2|48|2017|
0|None|482710|1|48|2017|
0|None|482711|1|48|2017|
0|None|482711|2|48|2017|
0|None|482712|1|48|2017|
0|None|482712|2|48|2017|
0|None|482713|1|48|2017|
0|None|482713|2|48|2017|
0|None|482714|1|48|2017|
0|None|482714|2|48|2017|
0|None|482714|3|48|2017|
0|None|482715|1|48|2017|
0|None|482716|1|48|2017|
0|None|482716|2|48|2017|
0|None|482717|1|48|2017|
0|None|482718|1|48|2017|
0|None|482718|2|48|2017|
0|None|482718|3|48|2017|
0|None|482719|1|48|2017|
0|None|482720|1|48|2017|
0|None|482721|1|48|2017|
0|None|482721|2|48|2017|
0|None|482722|1|48|2017|
0|None|482723|1|48|2017|
0|None|482724|1|48|2017|
0|None|482725|1|48|2017|
0|None|482726|1|48|2017|
0|None|482727|1|48|2017|
0|None|482728|1|48|2017|
0|None|482729|1|48|2017|
0|None|482730|1|48|2017|
0|None|482731|1|48|2017|
0|None|482731|2|48|2017|
0|None|482732|1|48|2017|
0|None|482732|2|48|2017|
0|None|482733|1|48|2017|
0|None|482734|1|48|2017|
0|None|482735|1|48|2017|
0|None|482736|1|48|2017|
0|None|482736|2|48|2017|
0|None|482736|3|48|2017|
0|None|482737|1|48|2017|
0|None|482738|1|48|2017|
0|None|482739|1|48|2017|
0|None|482739|2|48|2017|
0|None|482740|1|48|2017|
0|None|482741|1|48|2017|
0|None|482742|1|48|2017|
0|None|482742|2|48|2017|
0|None|482743|1|48|2017|
17|Vehicle Contributing Factors - No Details|482743|2|48|2017|
0|None|482744|1|48|2017|
0|None|482745|1|48|2017|
0|None|482745|2|48|2017|
0|None|482746|1|48|2017|
0|None|482746|2|48|2017|
0|None|482747|1|48|2017|
0|None|482747|2|48|2017|
0|None|482747|3|48|2017|
0|None|482748|1|48|2017|
0|None|482749|1|48|2017|
0|None|482749|2|48|2017|
11|Wheels|482749|3|48|2017|
0|None|482750|1|48|2017|
0|None|482751|1|48|2017|
0|None|482751|2|48|2017|
0|None|482752|1|48|2017|
0|None|482753|1|48|2017|
0|None|482754|1|48|2017|
0|None|482754|2|48|2017|
0|None|482754|3|48|2017|
0|None|482755|1|48|2017|
0|None|482756|1|48|2017|
0|None|482757|1|48|2017|
0|None|482758|1|48|2017|
0|None|482758|2|48|2017|
0|None|482759|1|48|2017|
0|None|482759|2|48|2017|
0|None|482760|1|48|2017|
0|None|482760|2|48|2017|
0|None|482762|1|48|2017|
0|None|482762|2|48|2017|
0|None|482763|1|48|2017|
0|None|482764|1|48|2017|
0|None|482764|2|48|2017|
0|None|482765|1|48|2017|
0|None|482766|1|48|2017|
0|None|482766|2|48|2017|
0|None|482766|3|48|2017|
0|None|482767|1|48|2017|
0|None|482768|1|48|2017|
0|None|482769|1|48|2017|
0|None|482769|2|48|2017|
0|None|482770|1|48|2017|
0|None|482770|2|48|2017|
0|None|482771|1|48|2017|
0|None|482773|1|48|2017|
0|None|482774|1|48|2017|
0|None|482775|1|48|2017|
0|None|482776|1|48|2017|
0|None|482776|2|48|2017|
0|None|482777|1|48|2017|
0|None|482777|2|48|2017|
0|None|482778|1|48|2017|
0|None|482778|2|48|2017|
0|None|482779|1|48|2017|
0|None|482780|1|48|2017|
0|None|482780|2|48|2017|
0|None|482781|1|48|2017|
0|None|482782|1|48|2017|
0|None|482782|2|48|2017|
0|None|482783|1|48|2017|
0|None|482784|1|48|2017|
0|None|482784|2|48|2017|
0|None|482785|1|48|2017|
0|None|482785|2|48|2017|
0|None|482786|1|48|2017|
0|None|482787|1|48|2017|
1|Tires|482788|1|48|2017|
0|None|482789|1|48|2017|
0|None|482789|2|48|2017|
0|None|482790|1|48|2017|
0|None|482791|1|48|2017|
0|None|482792|1|48|2017|
99|Unknown|482793|1|48|2017|
0|None|482795|1|48|2017|
0|None|482795|2|48|2017|
0|None|482796|1|48|2017|
0|None|482796|6|48|2017|
0|None|482797|1|48|2017|
0|None|482798|1|48|2017|
0|None|482798|2|48|2017|
0|None|482799|1|48|2017|
0|None|482800|1|48|2017|
0|None|482801|1|48|2017|
0|None|482802|1|48|2017|
1|Tires|482803|1|48|2017|
0|None|482804|1|48|2017|
0|None|482804|2|48|2017|
7|Head Lights|482805|1|48|2017|
0|None|482805|2|48|2017|
0|None|482806|1|48|2017|
0|None|482806|2|48|2017|
0|None|482806|3|48|2017|
0|None|482807|1|48|2017|
0|None|482807|2|48|2017|
0|None|482808|1|48|2017|
0|None|482809|1|48|2017|
0|None|482810|1|48|2017|
0|None|482810|2|48|2017|
0|None|482810|3|48|2017|
0|None|482811|1|48|2017|
0|None|482812|1|48|2017|
0|None|482813|1|48|2017|
0|None|482813|2|48|2017|
0|None|482814|1|48|2017|
0|None|482815|1|48|2017|
0|None|482815|2|48|2017|
0|None|482817|1|48|2017|
0|None|482817|2|48|2017|
0|None|482817|3|48|2017|
0|None|482819|1|48|2017|
0|None|482820|1|48|2017|
0|None|482821|1|48|2017|
0|None|482822|1|48|2017|
0|None|482822|2|48|2017|
0|None|482823|1|48|2017|
0|None|482824|1|48|2017|
0|None|482824|2|48|2017|
0|None|482824|3|48|2017|
0|None|482825|1|48|2017|
0|None|482826|1|48|2017|
0|None|482827|1|48|2017|
0|None|482827|2|48|2017|
0|None|482827|3|48|2017|
0|None|482828|1|48|2017|
0|None|482828|2|48|2017|
1|Tires|482829|1|48|2017|
0|None|482830|1|48|2017|
0|None|482831|1|48|2017|
0|None|482831|2|48|2017|
0|None|482832|1|48|2017|
0|None|482834|1|48|2017|
0|None|482834|2|48|2017|
0|None|482835|1|48|2017|
0|None|482835|2|48|2017|
0|None|482836|1|48|2017|
0|None|482837|1|48|2017|
0|None|482837|2|48|2017|
0|None|482838|1|48|2017|
0|None|482839|1|48|2017|
0|None|482840|1|48|2017|
7|Head Lights|482840|2|48|2017|
0|None|482841|1|48|2017|
0|None|482841|2|48|2017|
0|None|482842|1|48|2017|
0|None|482842|2|48|2017|
0|None|482843|1|48|2017|
0|None|482843|2|48|2017|
0|None|482844|1|48|2017|
0|None|482844|2|48|2017|
0|None|482845|1|48|2017|
0|None|482845|2|48|2017|
0|None|482846|1|48|2017|
0|None|482846|2|48|2017|
0|None|482847|1|48|2017|
0|None|482848|1|48|2017|
0|None|482849|1|48|2017|
0|None|482849|2|48|2017|
0|None|482849|3|48|2017|
0|None|482849|4|48|2017|
0|None|482849|5|48|2017|
0|None|482850|1|48|2017|
0|None|482851|1|48|2017|
0|None|482851|2|48|2017|
0|None|482851|3|48|2017|
0|None|482852|1|48|2017|
0|None|482852|2|48|2017|
0|None|482853|1|48|2017|
0|None|482853|2|48|2017|
0|None|482854|1|48|2017|
0|None|482854|2|48|2017|
0|None|482854|3|48|2017|
0|None|482855|1|48|2017|
0|None|482856|1|48|2017|
0|None|482856|2|48|2017|
0|None|482857|1|48|2017|
0|None|482858|1|48|2017|
0|None|482859|1|48|2017|
0|None|482859|2|48|2017|
0|None|482860|1|48|2017|
0|None|482861|1|48|2017|
0|None|482862|1|48|2017|
0|None|482862|2|48|2017|
0|None|482862|3|48|2017|
0|None|482862|4|48|2017|
0|None|482863|1|48|2017|
0|None|482863|2|48|2017|
0|None|482864|1|48|2017|
0|None|482864|2|48|2017|
0|None|482865|1|48|2017|
0|None|482866|1|48|2017|
0|None|482866|2|48|2017|
0|None|482867|1|48|2017|
0|None|482867|2|48|2017|
0|None|482868|1|48|2017|
0|None|482869|1|48|2017|
0|None|482870|1|48|2017|
0|None|482871|1|48|2017|
0|None|482871|2|48|2017|
0|None|482872|1|48|2017|
0|None|482873|1|48|2017|
0|None|482874|1|48|2017|
0|None|482875|1|48|2017|
0|None|482875|2|48|2017|
0|None|482876|2|48|2017|
0|None|482877|1|48|2017|
0|None|482878|1|48|2017|
0|None|482879|1|48|2017|
0|None|482879|2|48|2017|
0|None|482879|3|48|2017|
0|None|482879|4|48|2017|
0|None|482880|1|48|2017|
0|None|482880|2|48|2017|
0|None|482881|1|48|2017|
0|None|482882|1|48|2017|
99|Unknown|482883|1|48|2017|
0|None|482884|1|48|2017|
0|None|482885|1|48|2017|
0|None|482886|1|48|2017|
0|None|482886|2|48|2017|
0|None|482887|1|48|2017|
0|None|482887|2|48|2017|
0|None|482887|3|48|2017|
0|None|482888|1|48|2017|
0|None|482889|1|48|2017|
0|None|482889|2|48|2017|
0|None|482890|1|48|2017|
0|None|482890|2|48|2017|
0|None|482891|1|48|2017|
0|None|482892|1|48|2017|
0|None|482893|1|48|2017|
0|None|482893|2|48|2017|
0|None|482894|1|48|2017|
0|None|482895|1|48|2017|
0|None|482895|2|48|2017|
0|None|482896|1|48|2017|
0|None|482896|2|48|2017|
0|None|482897|1|48|2017|
0|None|482897|2|48|2017|
0|None|482898|1|48|2017|
0|None|482898|2|48|2017|
0|None|482899|1|48|2017|
0|None|482901|1|48|2017|
0|None|482902|1|48|2017|
0|None|482903|1|48|2017|
0|None|482904|1|48|2017|
0|None|482904|2|48|2017|
0|None|482904|3|48|2017|
0|None|482905|1|48|2017|
0|None|482906|1|48|2017|
0|None|482908|1|48|2017|
0|None|482908|2|48|2017|
0|None|482909|1|48|2017|
0|None|482909|2|48|2017|
0|None|482910|1|48|2017|
0|None|482911|1|48|2017|
0|None|482912|1|48|2017|
0|None|482913|1|48|2017|
0|None|482914|1|48|2017|
0|None|482914|2|48|2017|
0|None|482915|1|48|2017|
0|None|482915|2|48|2017|
0|None|482915|3|48|2017|
0|None|482916|1|48|2017|
0|None|482916|2|48|2017|
0|None|482917|1|48|2017|
0|None|482918|1|48|2017|
0|None|482919|1|48|2017|
0|None|482919|2|48|2017|
0|None|482920|1|48|2017|
0|None|482920|2|48|2017|
0|None|482921|1|48|2017|
0|None|482922|1|48|2017|
0|None|482922|2|48|2017|
0|None|482923|1|48|2017|
0|None|482924|1|48|2017|
0|None|482924|2|48|2017|
0|None|482925|1|48|2017|
0|None|482926|1|48|2017|
0|None|482926|2|48|2017|
0|None|482927|1|48|2017|
0|None|482928|1|48|2017|
0|None|482929|1|48|2017|
0|None|482931|1|48|2017|
0|None|482932|1|48|2017|
0|None|482935|1|48|2017|
0|None|482935|2|48|2017|
0|None|482936|1|48|2017|
0|None|482937|1|48|2017|
0|None|482937|2|48|2017|
0|None|482938|1|48|2017|
0|None|482938|2|48|2017|
0|None|482939|1|48|2017|
0|None|482939|2|48|2017|
0|None|482939|3|48|2017|
0|None|482940|1|48|2017|
0|None|482940|2|48|2017|
0|None|482941|1|48|2017|
0|None|482942|1|48|2017|
0|None|482943|1|48|2017|
0|None|482943|2|48|2017|
0|None|482943|3|48|2017|
0|None|482944|1|48|2017|
0|None|482944|2|48|2017|
0|None|482945|1|48|2017|
0|None|482945|2|48|2017|
0|None|482946|1|48|2017|
0|None|482946|2|48|2017|
0|None|482947|1|48|2017|
0|None|482948|1|48|2017|
0|None|482949|1|48|2017|
0|None|482950|1|48|2017|
98|Not Reported|482951|1|48|2017|
98|Not Reported|482951|2|48|2017|
98|Not Reported|482952|1|48|2017|
98|Not Reported|482952|2|48|2017|
99|Unknown|482953|1|48|2017|
98|Not Reported|482954|1|48|2017|
98|Not Reported|482955|1|48|2017|
98|Not Reported|482956|1|48|2017|
98|Not Reported|482957|1|48|2017|
98|Not Reported|482958|1|48|2017|
98|Not Reported|482959|1|48|2017|
98|Not Reported|482959|2|48|2017|
98|Not Reported|482960|1|48|2017|
98|Not Reported|482960|2|48|2017|
98|Not Reported|482960|3|48|2017|
98|Not Reported|482960|4|48|2017|
98|Not Reported|482960|5|48|2017|
98|Not Reported|482960|6|48|2017|
98|Not Reported|482960|7|48|2017|
0|None|482961|1|48|2017|
0|None|482961|2|48|2017|
0|None|482962|1|48|2017|
0|None|482963|1|48|2017|
0|None|482963|2|48|2017|
0|None|482964|1|48|2017|
0|None|482965|1|48|2017|
0|None|482965|2|48|2017|
0|None|482966|1|48|2017|
0|None|482967|1|48|2017|
0|None|482967|2|48|2017|
0|None|482968|1|48|2017|
0|None|482969|1|48|2017|
0|None|482969|2|48|2017|
0|None|482970|1|48|2017|
0|None|482971|1|48|2017|
0|None|482972|1|48|2017|
0|None|482972|2|48|2017|
0|None|482973|1|48|2017|
0|None|482974|1|48|2017|
0|None|482975|1|48|2017|
0|None|482975|2|48|2017|
0|None|482975|3|48|2017|
0|None|482976|1|48|2017|
0|None|482977|1|48|2017|
0|None|482977|2|48|2017|
0|None|482978|1|48|2017|
0|None|482978|2|48|2017|
0|None|482979|1|48|2017|
0|None|482980|1|48|2017|
0|None|482981|1|48|2017|
0|None|482981|2|48|2017|
0|None|482983|1|48|2017|
7|Head Lights|482983|2|48|2017|
0|None|482983|3|48|2017|
0|None|482984|1|48|2017|
0|None|482985|1|48|2017|
0|None|482986|1|48|2017|
0|None|482986|2|48|2017|
0|None|482987|1|48|2017|
0|None|482988|1|48|2017|
99|Unknown|482989|1|48|2017|
0|None|482989|2|48|2017|
0|None|482990|1|48|2017|
0|None|482991|1|48|2017|
0|None|482992|1|48|2017|
0|None|482992|2|48|2017|
0|None|482993|1|48|2017|
0|None|482993|2|48|2017|
0|None|482994|1|48|2017|
0|None|482994|2|48|2017|
0|None|482995|1|48|2017|
0|None|482995|2|48|2017|
0|None|482995|3|48|2017|
0|None|482996|1|48|2017|
0|None|482997|1|48|2017|
0|None|482997|2|48|2017|
0|None|482998|1|48|2017|
0|None|482999|1|48|2017|
0|None|483000|1|48|2017|
0|None|483001|1|48|2017|
0|None|483001|2|48|2017|
0|None|483002|1|48|2017|
0|None|483003|1|48|2017|
0|None|483004|1|48|2017|
0|None|483005|1|48|2017|
0|None|483006|1|48|2017|
0|None|483007|1|48|2017|
0|None|483008|1|48|2017|
0|None|483009|1|48|2017|
0|None|483010|1|48|2017|
0|None|483010|2|48|2017|
0|None|483010|3|48|2017|
0|None|483011|1|48|2017|
0|None|483012|1|48|2017|
0|None|483012|2|48|2017|
0|None|483013|1|48|2017|
0|None|483014|1|48|2017|
0|None|483014|2|48|2017|
0|None|483015|1|48|2017|
0|None|483015|2|48|2017|
0|None|483016|1|48|2017|
0|None|483017|1|48|2017|
0|None|483017|2|48|2017|
0|None|483018|1|48|2017|
0|None|483018|2|48|2017|
0|None|483019|1|48|2017|
0|None|483020|1|48|2017|
0|None|483021|1|48|2017|
0|None|483022|1|48|2017|
0|None|483022|2|48|2017|
0|None|483022|3|48|2017|
0|None|483023|1|48|2017|
0|None|483023|2|48|2017|
0|None|483024|1|48|2017|
0|None|483025|1|48|2017|
0|None|483026|1|48|2017|
0|None|483027|1|48|2017|
0|None|483028|1|48|2017|
0|None|483029|1|48|2017|
0|None|483030|1|48|2017|
0|None|483030|2|48|2017|
0|None|483031|1|48|2017|
0|None|483032|1|48|2017|
0|None|483032|2|48|2017|
0|None|483032|3|48|2017|
0|None|483033|1|48|2017|
0|None|483033|2|48|2017|
0|None|483034|1|48|2017|
0|None|483035|1|48|2017|
0|None|483036|1|48|2017|
0|None|483037|1|48|2017|
0|None|483038|1|48|2017|
0|None|483039|1|48|2017|
0|None|483040|1|48|2017|
0|None|483040|2|48|2017|
0|None|483041|1|48|2017|
0|None|483041|2|48|2017|
0|None|483042|1|48|2017|
0|None|483042|2|48|2017|
0|None|483043|1|48|2017|
0|None|483044|1|48|2017|
0|None|483044|2|48|2017|
0|None|483045|1|48|2017|
98|Not Reported|483046|1|48|2017|
0|None|483047|1|48|2017|
0|None|483048|1|48|2017|
0|None|483048|2|48|2017|
0|None|483049|1|48|2017|
0|None|483050|1|48|2017|
0|None|483050|2|48|2017|
0|None|483051|1|48|2017|
0|None|483051|2|48|2017|
0|None|483052|1|48|2017|
0|None|483052|2|48|2017|
0|None|483053|1|48|2017|
0|None|483053|2|48|2017|
0|None|483053|3|48|2017|
0|None|483054|1|48|2017|
0|None|483054|2|48|2017|
0|None|483055|1|48|2017|
0|None|483055|2|48|2017|
0|None|483056|1|48|2017|
0|None|483057|1|48|2017|
0|None|483057|2|48|2017|
0|None|483058|1|48|2017|
0|None|483059|1|48|2017|
0|None|483060|1|48|2017|
0|None|483060|2|48|2017|
0|None|483061|1|48|2017|
0|None|483062|1|48|2017|
0|None|483063|1|48|2017|
0|None|483063|2|48|2017|
0|None|483064|1|48|2017|
0|None|483064|2|48|2017|
0|None|483065|1|48|2017|
0|None|483066|1|48|2017|
0|None|483067|1|48|2017|
0|None|483068|1|48|2017|
0|None|483069|1|48|2017|
0|None|483070|1|48|2017|
0|None|483070|2|48|2017|
0|None|483071|1|48|2017|
0|None|483072|1|48|2017|
0|None|483073|1|48|2017|
0|None|483074|1|48|2017|
0|None|483075|1|48|2017|
0|None|483075|2|48|2017|
0|None|483076|1|48|2017|
0|None|483076|2|48|2017|
1|Tires|483077|1|48|2017|
0|None|483078|1|48|2017|
0|None|483079|1|48|2017|
0|None|483080|1|48|2017|
0|None|483081|1|48|2017|
3|Steering|483081|2|48|2017|
0|None|483082|1|48|2017|
0|None|483082|2|48|2017|
0|None|483083|1|48|2017|
0|None|483084|1|48|2017|
0|None|483084|2|48|2017|
0|None|483084|3|48|2017|
0|None|483085|1|48|2017|
0|None|483086|1|48|2017|
0|None|483086|2|48|2017|
0|None|483087|1|48|2017|
0|None|483087|2|48|2017|
0|None|483087|3|48|2017|
0|None|483087|4|48|2017|
0|None|483088|1|48|2017|
0|None|483088|2|48|2017|
0|None|483089|1|48|2017|
0|None|483090|1|48|2017|
0|None|483091|1|48|2017|
0|None|483092|1|48|2017|
0|None|483093|1|48|2017|
0|None|483094|1|48|2017|
0|None|483094|2|48|2017|
0|None|483095|1|48|2017|
0|None|483095|2|48|2017|
0|None|483096|1|48|2017|
0|None|483097|1|48|2017|
0|None|483098|1|48|2017|
0|None|483099|1|48|2017|
0|None|483100|1|48|2017|
1|Tires|483101|1|48|2017|
0|None|483101|2|48|2017|
0|None|483102|1|48|2017|
0|None|483103|1|48|2017|
0|None|483103|2|48|2017|
0|None|483104|1|48|2017|
0|None|483104|2|48|2017|
0|None|483105|1|48|2017|
0|None|483106|1|48|2017|
0|None|483107|1|48|2017|
0|None|483108|1|48|2017|
0|None|483109|1|48|2017|
0|None|483109|2|48|2017|
0|None|483110|1|48|2017|
0|None|483111|1|48|2017|
0|None|483112|1|48|2017|
0|None|483112|2|48|2017|
0|None|483113|1|48|2017|
0|None|483114|1|48|2017|
0|None|483114|2|48|2017|
0|None|483114|3|48|2017|
0|None|483114|4|48|2017|
0|None|483115|1|48|2017|
0|None|483116|1|48|2017|
0|None|483116|2|48|2017|
0|None|483116|3|48|2017|
0|None|483117|1|48|2017|
0|None|483118|1|48|2017|
0|None|483118|2|48|2017|
0|None|483119|1|48|2017|
0|None|483119|2|48|2017|
0|None|483120|1|48|2017|
0|None|483120|2|48|2017|
0|None|483121|1|48|2017|
17|Vehicle Contributing Factors - No Details|483121|2|48|2017|
0|None|483122|1|48|2017|
0|None|483122|2|48|2017|
0|None|483123|1|48|2017|
0|None|483123|2|48|2017|
0|None|483123|3|48|2017|
0|None|483124|1|48|2017|
0|None|483125|1|48|2017|
0|None|483126|1|48|2017|
0|None|483127|1|48|2017|
0|None|483127|2|48|2017|
0|None|483127|3|48|2017|
0|None|483128|1|48|2017|
0|None|483128|2|48|2017|
0|None|483129|1|48|2017|
